transaction_id,customer_id,date,time,transaction_type,amount,location,merchant_category,is_fraud
T00025950,CUST000117,2023-08-23,22:36:20,DEBIT,102.05,Houston,Utilities,0
T00012903,CUST000357,2023-02-09,17:25:02,TRANSFER,254.17,Dallas,Utilities,0
T00049880,CUST000685,2023-03-19,16:42:13,CREDIT,138.07,New York,Food,1
T00017820,CUST000104,2023-03-15,23:01:53,PAYMENT,416.79,Houston,Utilities,0
T00039360,CUST000641,2023-09-26,17:12:02,CASH_WITHDRAWAL,24.22,San Antonio,Technology,0
T00048487,CUST000305,2023-04-26,11:37:49,PAYMENT,161.21,Chicago,Travel,1
T00031507,CUST000615,2023-04-04,19:11:58,PAYMENT,331.48,Philadelphia,Food,0
T00029934,CUST000814,2023-03-22,17:30:33,PAYMENT,423.37,Houston,Healthcare,0
T00020124,CUST000165,2023-01-28,16:14:43,TRANSFER,385.61,San Antonio,Utilities,0
T00046748,CUST000042,2023-07-14,10:19:01,PAYMENT,223.94,San Antonio,Education,0
T00022989,CUST000272,2023-11-17,08:57:57,PAYMENT,363.36,Los Angeles,Education,0
T00014597,CUST000897,2023-08-05,20:06:55,CREDIT,111.97,Philadelphia,Travel,0
T00001974,CUST000949,2023-03-10,06:42:12,DEBIT,88.53,Chicago,Entertainment,0
T00047794,CUST000591,2023-08-27,12:31:54,CASH_WITHDRAWAL,119.96,San Diego,Retail,1
T00047171,CUST000563,2023-08-27,10:57:32,CASH_WITHDRAWAL,174.19,Dallas,Retail,0
T00033178,CUST000730,2023-09-30,19:03:21,CASH_WITHDRAWAL,91.1,Houston,Entertainment,0
T00046462,CUST000184,2023-08-11,09:41:52,TRANSFER,498.75,San Diego,Retail,0
T00009410,CUST000087,2023-11-01,19:45:20,CASH_WITHDRAWAL,105.03,Houston,Travel,0
T00039621,CUST000849,2023-09-01,15:12:07,CREDIT,3450.4,Phoenix,Entertainment,0
T00021660,CUST000473,2023-03-10,18:43:30,TRANSFER,1070.32,San Jose,Healthcare,0
T00011660,CUST000551,2023-10-06,20:48:41,DEBIT,60.1,Dallas,Utilities,0
T00019319,CUST000751,2023-11-28,13:19:03,CREDIT,579.11,San Jose,Technology,0
T00017190,CUST000672,2023-04-11,15:45:17,CREDIT,4203.26,San Jose,Technology,0
T00045031,CUST000298,2023-05-04,22:40:20,PAYMENT,493.5,Houston,Technology,0
T00019647,CUST000551,2023-11-21,18:49:32,PAYMENT,46.86,Houston,Entertainment,0
T00030539,CUST000779,2023-03-05,22:12:01,CREDIT,4560.04,Philadelphia,Retail,0
T00014203,CUST000384,2023-04-05,07:27:38,PAYMENT,401.47,San Antonio,Food,0
T00038474,CUST000740,2023-04-13,03:19:39,CREDIT,1452.87,New York,Travel,0
T00046890,CUST000854,2023-08-15,09:47:28,TRANSFER,534.41,Dallas,Utilities,0
T00020996,CUST000439,2023-09-18,19:08:37,CASH_WITHDRAWAL,156.52,San Jose,Utilities,0
T00000532,CUST000584,2023-05-17,05:50:14,CREDIT,1477.32,Dallas,Entertainment,0
T00038791,CUST000907,2023-05-09,23:47:05,PAYMENT,238.54,San Jose,Utilities,0
T00020084,CUST000231,2023-08-08,03:02:29,PAYMENT,357.46,Philadelphia,Education,0
T00012725,CUST000012,2023-05-16,01:36:27,DEBIT,24.41,Houston,Food,0
T00021750,CUST000807,2023-10-10,06:05:38,CASH_WITHDRAWAL,238.32,Dallas,Utilities,0
T00027334,CUST000741,2023-06-20,14:10:29,DEBIT,24.97,San Antonio,Food,0
T00004699,CUST000554,2023-07-14,10:25:18,TRANSFER,625.06,Chicago,Education,0
T00020265,CUST000563,2023-10-18,18:43:39,CASH_WITHDRAWAL,101.71,Chicago,Technology,0
T00018592,CUST000792,2023-04-16,13:45:49,CREDIT,3675.73,San Antonio,Utilities,0
T00000624,CUST000826,2023-10-14,15:38:17,CASH_WITHDRAWAL,275.91,New York,Healthcare,0
T00007990,CUST000279,2023-09-09,05:34:50,CREDIT,3190.29,San Antonio,Education,0
T00043575,CUST000754,2023-11-26,20:07:38,TRANSFER,1673.86,Philadelphia,Food,0
T00030500,CUST000192,2023-11-25,02:23:16,CREDIT,1295.1,Los Angeles,Retail,0
T00000928,CUST000479,2023-12-05,05:21:36,CREDIT,4680.8,Dallas,Technology,0
T00020749,CUST000747,2023-11-16,04:31:24,DEBIT,23.27,Philadelphia,Travel,0
T00003673,CUST000343,2023-05-08,10:02:11,PAYMENT,116.8,Philadelphia,Retail,0
T00027168,CUST000867,2023-02-13,12:05:54,TRANSFER,1069.17,New York,Utilities,0
T00036186,CUST000782,2023-05-24,02:59:55,PAYMENT,426.58,Phoenix,Education,0
T00015013,CUST000023,2023-04-12,15:46:37,DEBIT,165.16,Phoenix,Entertainment,0
T00000499,CUST000989,2023-11-06,05:24:41,DEBIT,25.66,Los Angeles,Utilities,0
T00017385,CUST000341,2023-11-05,05:19:11,TRANSFER,1420.47,Chicago,Technology,0
T00007308,CUST000678,2023-06-26,07:20:33,DEBIT,37.37,Chicago,Technology,0
T00023329,CUST000750,2023-08-01,20:54:15,CASH_WITHDRAWAL,213.36,New York,Travel,0
T00001673,CUST000576,2023-09-01,10:04:22,TRANSFER,1268.11,Dallas,Education,0
T00047582,CUST000252,2023-05-01,17:47:49,PAYMENT,872.48,Dallas,Cryptocurrency,1
T00010268,CUST000884,2023-09-25,17:11:04,PAYMENT,496.97,Dallas,Utilities,0
T00049368,CUST000973,2023-11-24,11:12:37,CREDIT,79.08,San Jose,Healthcare,1
T00029885,CUST000413,2023-08-03,07:23:11,TRANSFER,470.04,Dallas,Healthcare,0
T00047277,CUST000758,2023-10-11,13:42:12,CREDIT,307.41,Philadelphia,Utilities,0
T00051027,CUST000438,2023-12-10,09:54:33,PAYMENT,48792.65,San Jose,Education,1
T00032967,CUST000165,2023-11-21,07:00:36,CREDIT,2950.8,Los Angeles,Utilities,0
T00031900,CUST000604,2023-02-15,04:30:03,CASH_WITHDRAWAL,112.54,Phoenix,Education,0
T00048059,CUST000511,2023-08-15,15:01:01,CASH_WITHDRAWAL,103.11,Houston,Technology,1
T00001819,CUST000994,2023-02-13,23:24:46,CASH_WITHDRAWAL,275.93,Houston,Food,0
T00016801,CUST000265,2023-02-12,13:13:10,PAYMENT,275.88,Phoenix,Technology,0
T00047231,CUST000094,2023-05-03,00:13:49,DEBIT,60.67,San Diego,Healthcare,0
T00040010,CUST000462,2023-07-31,02:28:13,PAYMENT,375.81,Houston,Utilities,0
T00018476,CUST000959,2023-01-25,09:47:48,PAYMENT,217.06,San Antonio,Utilities,0
T00030248,CUST000752,2023-03-13,00:32:46,CASH_WITHDRAWAL,103.08,Philadelphia,Utilities,0
T00030708,CUST000031,2023-06-17,11:20:09,CASH_WITHDRAWAL,205.05,San Jose,Retail,0
T00030144,CUST000572,2023-04-04,05:04:32,PAYMENT,125.35,New York,Utilities,0
T00025495,CUST000863,2023-02-16,02:48:55,TRANSFER,1861.99,Dallas,Food,0
T00050480,CUST000472,2023-08-25,11:12:37,DEBIT,66.25,Phoenix,Technology,1
T00029103,CUST000361,2023-09-17,21:40:42,DEBIT,194.25,Philadelphia,Retail,0
T00004419,CUST000377,2023-09-13,23:27:29,CASH_WITHDRAWAL,267.04,Los Angeles,Healthcare,0
T00036347,CUST000694,2023-07-10,18:54:34,CASH_WITHDRAWAL,61.93,Philadelphia,Utilities,0
T00051584,CUST000962,2023-12-06,00:22:37,CASH_WITHDRAWAL,139.45,Los Angeles,Travel,1
T00035639,CUST000682,2023-08-25,14:40:56,DEBIT,93.45,Dallas,Travel,0
T00015039,CUST000932,2023-03-07,20:37:57,CASH_WITHDRAWAL,210.22,Houston,Travel,0
T00013462,CUST000445,2023-05-30,01:36:15,PAYMENT,123.75,Houston,Utilities,0
T00027379,CUST000076,2023-11-09,13:25:35,DEBIT,58.49,San Jose,Utilities,0
T00013610,CUST000209,2023-11-19,22:39:14,CASH_WITHDRAWAL,289.82,San Jose,Entertainment,0
T00022077,CUST000317,2023-12-29,00:42:15,TRANSFER,1446.33,San Diego,Healthcare,0
T00002467,CUST000351,2023-09-05,17:30:00,CREDIT,4130.53,Houston,Food,0
T00033920,CUST000146,2023-05-15,03:46:43,CREDIT,622.0,Los Angeles,Technology,0
T00047721,CUST000296,2023-06-18,21:20:24,PAYMENT,743.07,San Diego,Cryptocurrency,1
T00045134,CUST000536,2023-02-24,16:52:39,TRANSFER,214.82,San Antonio,Travel,0
T00045548,CUST000150,2023-11-18,11:34:54,PAYMENT,318.92,San Antonio,Utilities,0
T00039600,CUST000134,2023-01-24,20:25:29,TRANSFER,732.37,Dallas,Utilities,0
T00002403,CUST000086,2023-03-22,14:31:02,CREDIT,1909.04,Phoenix,Healthcare,0
T00020205,CUST000147,2023-08-16,04:08:29,DEBIT,86.87,Houston,Food,0
T00007762,CUST000035,2023-08-03,17:05:10,PAYMENT,350.49,New York,Healthcare,0
T00046022,CUST000639,2023-04-03,15:14:57,CASH_WITHDRAWAL,86.59,Dallas,Technology,0
T00013183,CUST000033,2023-04-18,03:11:27,CASH_WITHDRAWAL,51.03,Los Angeles,Utilities,0
T00046560,CUST000169,2023-09-03,18:12:18,DEBIT,72.45,New York,Education,0
T00026388,CUST000393,2023-04-09,21:01:20,CREDIT,3714.17,Dallas,Food,0
T00037828,CUST000083,2023-03-05,18:55:11,PAYMENT,424.03,Dallas,Retail,0
T00021968,CUST000471,2023-11-09,21:34:01,CASH_WITHDRAWAL,132.03,San Jose,Retail,0
T00024411,CUST000001,2023-10-20,11:20:05,CREDIT,673.66,San Antonio,Food,0
T00023604,CUST000311,2023-09-28,01:24:28,TRANSFER,612.33,Houston,Healthcare,0
T00051255,CUST000410,2023-12-09,03:05:37,TRANSFER,187.72,Philadelphia,Retail,1
T00027339,CUST000871,2023-08-09,00:26:27,DEBIT,113.15,Dallas,Education,0
T00041658,CUST000422,2023-02-04,01:01:01,CASH_WITHDRAWAL,75.57,Chicago,Food,0
T00021843,CUST000452,2023-04-04,00:46:49,PAYMENT,365.25,Dallas,Healthcare,0
T00040783,CUST000490,2023-07-30,00:10:54,CREDIT,2336.18,Houston,Retail,0
T00012403,CUST000356,2023-01-26,12:35:30,TRANSFER,378.3,Phoenix,Retail,0
T00050544,CUST000247,2023-05-19,21:17:58,PAYMENT,938.0,New York,Cryptocurrency,1
T00040756,CUST000551,2023-09-07,08:21:55,DEBIT,180.51,Chicago,Technology,0
T00042437,CUST000306,2023-09-07,23:05:30,PAYMENT,141.47,New York,Technology,0
T00018826,CUST000160,2023-01-03,15:28:50,CREDIT,2942.68,San Jose,Food,0
T00019211,CUST000063,2023-03-20,05:25:12,PAYMENT,366.8,Philadelphia,Education,0
T00049867,CUST000836,2023-04-13,18:11:00,CREDIT,157.16,Philadelphia,Technology,1
T00013458,CUST000192,2023-11-03,22:27:40,CREDIT,2249.56,Dallas,Entertainment,0
T00023918,CUST000356,2023-10-20,01:43:37,PAYMENT,227.21,Philadelphia,Technology,0
T00010951,CUST000268,2023-11-23,06:26:28,DEBIT,5.59,Philadelphia,Entertainment,0
T00040027,CUST000312,2023-07-24,18:50:36,CASH_WITHDRAWAL,295.01,Houston,Education,0
T00051563,CUST000970,2023-01-08,12:50:15,PAYMENT,26264.72,Philadelphia,Retail,1
T00001033,CUST000326,2023-11-23,00:55:00,TRANSFER,1467.81,Philadelphia,Education,0
T00037058,CUST000922,2023-06-15,22:44:32,CASH_WITHDRAWAL,145.22,San Jose,Entertainment,0
T00032778,CUST000554,2023-01-16,06:10:05,CREDIT,912.77,San Antonio,Utilities,0
T00045482,CUST000818,2023-06-05,06:26:06,CREDIT,1013.89,San Jose,Travel,0
T00048940,CUST000907,2023-07-22,12:22:22,TRANSFER,32256.86,Philadelphia,Travel,1
T00027419,CUST000907,2023-05-24,10:30:28,CREDIT,2543.59,Philadelphia,Technology,0
T00014486,CUST000928,2023-06-15,06:35:59,CREDIT,440.2,Philadelphia,Education,0
T00009685,CUST000058,2023-02-21,08:53:21,PAYMENT,445.09,Phoenix,Education,0
T00029775,CUST000828,2023-03-05,05:02:41,TRANSFER,1985.39,Philadelphia,Technology,0
T00029636,CUST000383,2023-07-18,09:41:08,PAYMENT,330.87,San Diego,Utilities,0
T00009293,CUST000571,2023-06-19,05:18:48,CREDIT,4085.6,Dallas,Utilities,0
T00037601,CUST000580,2023-03-25,04:38:46,CASH_WITHDRAWAL,175.45,Chicago,Entertainment,0
T00005604,CUST000791,2023-09-26,01:45:39,CASH_WITHDRAWAL,54.19,Chicago,Food,0
T00003428,CUST000110,2023-02-27,12:41:29,CREDIT,249.36,Los Angeles,Healthcare,0
T00004766,CUST000424,2023-06-19,03:13:22,PAYMENT,10.73,Philadelphia,Education,0
T00000873,CUST000380,2023-02-01,02:01:27,CREDIT,285.0,San Antonio,Education,0
T00042553,CUST000443,2023-11-04,13:15:56,CREDIT,751.59,Los Angeles,Education,0
T00004537,CUST000780,2023-04-07,13:32:07,CREDIT,4623.29,Dallas,Entertainment,0
T00028409,CUST000904,2023-09-29,07:49:12,CREDIT,2198.81,Philadelphia,Utilities,0
T00043371,CUST000645,2023-01-04,21:39:23,CREDIT,1493.81,New York,Healthcare,0
T00029653,CUST000981,2023-09-27,13:08:15,CASH_WITHDRAWAL,293.6,Chicago,Food,0
T00018914,CUST000838,2023-08-28,08:33:15,DEBIT,66.1,Dallas,Healthcare,0
T00011184,CUST000538,2023-05-18,21:47:42,DEBIT,156.77,Phoenix,Utilities,0
T00020759,CUST000889,2023-09-23,01:10:49,CREDIT,4399.01,Phoenix,Utilities,0
T00035034,CUST000331,2023-06-21,21:38:33,TRANSFER,1410.89,Philadelphia,Utilities,0
T00048813,CUST000524,2023-09-10,21:39:18,CREDIT,143.96,San Jose,Travel,1
T00042001,CUST000766,2023-06-19,18:16:32,CASH_WITHDRAWAL,201.25,San Antonio,Entertainment,0
T00032643,CUST000852,2023-07-06,17:38:40,CREDIT,4074.07,Phoenix,Retail,0
T00015644,CUST000429,2023-11-15,01:26:32,DEBIT,196.14,New York,Education,0
T00029948,CUST000331,2023-06-15,19:05:49,DEBIT,107.6,San Diego,Travel,0
T00020909,CUST000471,2023-09-25,20:24:43,PAYMENT,280.12,Phoenix,Healthcare,0
T00032811,CUST000264,2023-11-13,06:07:39,CASH_WITHDRAWAL,295.56,Dallas,Healthcare,0
T00009149,CUST000909,2023-06-18,19:28:14,PAYMENT,334.68,New York,Healthcare,0
T00044429,CUST000018,2023-11-22,04:59:31,DEBIT,61.12,Chicago,Technology,0
T00019985,CUST000583,2023-05-18,15:57:01,CASH_WITHDRAWAL,264.22,San Diego,Utilities,0
T00003843,CUST000854,2023-10-02,01:28:53,CASH_WITHDRAWAL,97.22,San Diego,Utilities,0
T00019664,CUST000145,2023-05-28,18:08:02,PAYMENT,102.23,Los Angeles,Education,0
T00017521,CUST000627,2023-07-10,23:40:11,CREDIT,2950.61,Philadelphia,Retail,0
T00031830,CUST000180,2023-09-16,21:13:09,DEBIT,112.75,San Jose,Food,0
T00044745,CUST000339,2023-06-04,22:22:32,CREDIT,890.72,New York,Technology,0
T00013989,CUST000306,2023-09-08,01:00:52,CASH_WITHDRAWAL,23.48,Philadelphia,Technology,0
T00033506,CUST000962,2023-08-04,02:54:42,TRANSFER,1161.22,Philadelphia,Utilities,0
T00006804,CUST000582,2023-09-10,19:58:14,CASH_WITHDRAWAL,211.98,San Diego,Healthcare,0
T00003734,CUST000547,2023-10-13,10:15:03,DEBIT,190.08,San Jose,Food,0
T00029406,CUST000774,2023-04-21,14:42:19,PAYMENT,284.37,San Antonio,Food,0
T00011426,CUST000610,2023-02-01,00:08:38,CREDIT,1874.13,Philadelphia,Retail,0
T00004104,CUST000985,2023-07-18,19:53:58,TRANSFER,1477.98,Houston,Education,0
T00005068,CUST000018,2023-08-27,20:09:09,CASH_WITHDRAWAL,62.65,Phoenix,Entertainment,0
T00048494,CUST000897,2023-04-21,16:48:05,DEBIT,86.15,San Diego,Entertainment,1
T00045140,CUST000021,2023-11-29,11:29:29,CASH_WITHDRAWAL,26.68,Philadelphia,Food,0
T00008940,CUST000563,2023-07-04,13:41:06,CASH_WITHDRAWAL,273.35,San Diego,Healthcare,0
T00029200,CUST000216,2023-09-27,03:03:02,PAYMENT,302.53,Chicago,Healthcare,0
T00026814,CUST000147,2023-10-18,09:29:01,CASH_WITHDRAWAL,291.36,Phoenix,Travel,0
T00041454,CUST000067,2023-11-18,20:29:31,PAYMENT,71.77,Philadelphia,Retail,0
T00038806,CUST000250,2023-04-03,04:08:43,DEBIT,27.88,Philadelphia,Technology,0
T00026435,CUST000264,2023-06-28,09:00:47,CASH_WITHDRAWAL,272.66,Houston,Technology,0
T00032595,CUST000116,2023-07-04,15:20:26,PAYMENT,391.51,Philadelphia,Travel,0
T00004981,CUST000465,2023-11-19,09:49:14,CASH_WITHDRAWAL,236.41,Houston,Entertainment,0
T00043474,CUST000493,2023-05-17,18:07:32,CASH_WITHDRAWAL,266.61,Phoenix,Entertainment,0
T00051156,CUST000174,2023-07-10,02:07:17,DEBIT,101.48,San Diego,Travel,1
T00051126,CUST000958,2023-11-02,15:06:02,PAYMENT,103.8,Los Angeles,Healthcare,1
T00051730,CUST000049,2023-06-07,11:28:00,PAYMENT,23131.63,Philadelphia,Retail,1
T00006025,CUST000116,2023-01-01,22:47:02,CASH_WITHDRAWAL,82.81,San Diego,Food,0
T00011770,CUST000317,2023-11-20,06:12:33,CREDIT,3658.54,San Antonio,Travel,0
T00004785,CUST000308,2023-07-02,01:44:15,TRANSFER,1915.57,Los Angeles,Utilities,0
T00046116,CUST000355,2023-07-13,09:58:25,PAYMENT,226.41,Dallas,Travel,0
T00046938,CUST000182,2023-08-10,12:44:11,TRANSFER,1199.92,San Jose,Technology,0
T00019512,CUST000623,2023-08-11,04:05:38,TRANSFER,835.55,Phoenix,Retail,0
T00006178,CUST000307,2023-11-20,04:57:09,CASH_WITHDRAWAL,157.6,Phoenix,Healthcare,0
T00000584,CUST000184,2023-03-28,16:14:07,CREDIT,4908.93,San Antonio,Food,0
T00015612,CUST000876,2023-06-02,23:32:23,TRANSFER,557.74,Phoenix,Food,0
T00009598,CUST000251,2023-02-11,10:25:07,CASH_WITHDRAWAL,121.61,San Antonio,Entertainment,0
T00005326,CUST000461,2023-04-15,11:09:18,TRANSFER,713.05,New York,Healthcare,0
T00031536,CUST000537,2023-06-13,22:57:41,TRANSFER,643.62,San Antonio,Utilities,0
T00013631,CUST000039,2023-12-26,11:33:11,DEBIT,19.12,San Antonio,Entertainment,0
T00033017,CUST000213,2023-05-28,07:47:38,TRANSFER,1184.61,Chicago,Healthcare,0
T00015286,CUST000764,2023-05-08,10:29:59,DEBIT,78.72,San Diego,Food,0
T00025756,CUST000376,2023-11-03,19:36:28,PAYMENT,212.53,Los Angeles,Technology,0
T00008615,CUST000619,2023-01-22,04:44:29,TRANSFER,895.26,San Diego,Retail,0
T00012539,CUST000236,2023-08-29,20:33:12,PAYMENT,303.79,San Jose,Utilities,0
T00033235,CUST000554,2023-04-12,18:42:11,TRANSFER,1051.18,San Antonio,Healthcare,0
T00022239,CUST000860,2023-01-13,17:34:34,PAYMENT,462.05,San Jose,Technology,0
T00033446,CUST000623,2023-08-17,11:52:29,CASH_WITHDRAWAL,74.73,New York,Utilities,0
T00018977,CUST000533,2023-09-03,18:56:33,CREDIT,4651.75,Phoenix,Education,0
T00004741,CUST000744,2023-11-29,12:35:36,DEBIT,190.99,New York,Food,0
T00023818,CUST000697,2023-02-02,00:50:37,DEBIT,151.47,Phoenix,Entertainment,0
T00030489,CUST000984,2023-12-11,10:11:54,CREDIT,376.74,Phoenix,Utilities,0
T00008442,CUST000391,2023-09-30,08:02:01,TRANSFER,1590.06,Los Angeles,Technology,0
T00007576,CUST000428,2023-10-08,22:00:31,TRANSFER,1907.72,Houston,Technology,0
T00014168,CUST000800,2023-11-06,16:26:51,DEBIT,32.12,Chicago,Education,0
T00007321,CUST000184,2023-11-29,13:14:00,CASH_WITHDRAWAL,126.0,Dallas,Food,0
T00023677,CUST000627,2023-05-17,03:54:40,CASH_WITHDRAWAL,150.64,Chicago,Travel,0
T00038351,CUST000119,2023-10-31,04:31:18,PAYMENT,484.54,San Diego,Healthcare,0
T00014165,CUST000677,2023-06-24,20:22:55,TRANSFER,486.66,Phoenix,Retail,0
T00043266,CUST000501,2023-09-18,13:51:32,TRANSFER,1993.1,New York,Entertainment,0
T00022395,CUST000690,2023-02-20,21:07:58,PAYMENT,217.41,New York,Retail,0
T00047792,CUST000586,2023-07-20,08:52:00,TRANSFER,134.81,Los Angeles,Travel,1
T00008230,CUST000037,2023-12-26,03:20:47,PAYMENT,45.06,Phoenix,Food,0
T00032908,CUST000728,2023-07-10,00:40:07,TRANSFER,786.46,Los Angeles,Utilities,0
T00002692,CUST000741,2023-07-25,19:22:07,TRANSFER,529.71,Houston,Travel,0
T00036141,CUST000943,2023-04-02,05:43:20,TRANSFER,1109.95,San Antonio,Travel,0
T00047275,CUST000688,2023-12-13,11:34:40,CREDIT,1980.42,San Diego,Healthcare,0
T00002255,CUST000401,2023-11-11,04:42:40,DEBIT,87.91,Phoenix,Retail,0
T00018184,CUST000866,2023-02-02,20:41:13,DEBIT,154.38,Houston,Healthcare,0
T00009246,CUST000312,2023-04-08,19:35:07,DEBIT,177.47,Philadelphia,Retail,0
T00019414,CUST000207,2023-04-01,11:55:08,CREDIT,160.06,San Jose,Healthcare,0
T00006969,CUST000475,2023-05-23,14:35:12,CREDIT,495.3,San Diego,Retail,0
T00045278,CUST000736,2023-06-21,07:09:32,TRANSFER,1608.12,Houston,Entertainment,0
T00040412,CUST000145,2023-12-22,06:28:31,CREDIT,2228.68,San Jose,Food,0
T00031493,CUST000390,2023-01-21,09:26:53,DEBIT,46.39,Chicago,Education,0
T00014111,CUST000434,2023-10-08,23:37:51,DEBIT,98.96,San Antonio,Food,0
T00040134,CUST000646,2023-12-12,14:59:19,CREDIT,4643.73,New York,Travel,0
T00007817,CUST000680,2023-07-15,08:00:24,CREDIT,1624.26,San Diego,Retail,0
T00013505,CUST000862,2023-09-08,05:53:01,PAYMENT,465.36,San Jose,Travel,0
T00039505,CUST000439,2023-08-04,02:03:57,CASH_WITHDRAWAL,194.55,Phoenix,Retail,0
T00024738,CUST000199,2023-12-27,21:22:10,CREDIT,4712.65,San Antonio,Technology,0
T00001100,CUST000342,2023-07-01,07:35:55,PAYMENT,60.52,Phoenix,Retail,0
T00044680,CUST000767,2023-01-17,18:02:57,TRANSFER,984.36,San Diego,Healthcare,0
T00002524,CUST000179,2023-12-30,14:52:12,CREDIT,4829.97,Chicago,Healthcare,0
T00024666,CUST000510,2023-01-28,04:45:12,PAYMENT,58.65,San Antonio,Retail,0
T00041201,CUST000839,2023-11-23,19:23:23,PAYMENT,55.23,Los Angeles,Healthcare,0
T00003619,CUST000865,2023-06-30,03:07:58,PAYMENT,490.72,Los Angeles,Healthcare,0
T00046623,CUST000355,2023-08-03,03:53:24,TRANSFER,1381.31,Dallas,Education,0
T00015814,CUST000538,2023-12-23,22:11:31,PAYMENT,430.21,Dallas,Healthcare,0
T00010587,CUST000337,2023-02-02,09:59:29,CASH_WITHDRAWAL,110.95,Chicago,Entertainment,0
T00044718,CUST000999,2023-07-19,00:02:21,CREDIT,4816.66,New York,Education,0
T00028978,CUST000555,2023-04-06,18:46:27,DEBIT,27.17,San Jose,Travel,0
T00006431,CUST000766,2023-11-06,05:33:16,DEBIT,168.77,Dallas,Food,0
T00035644,CUST000207,2023-06-20,09:14:19,PAYMENT,386.67,New York,Education,0
T00005925,CUST000335,2023-01-26,17:14:15,TRANSFER,1268.18,Philadelphia,Healthcare,0
T00023348,CUST000083,2023-03-09,15:54:51,PAYMENT,135.61,Phoenix,Technology,0
T00045575,CUST000160,2023-03-29,19:54:34,PAYMENT,263.78,Dallas,Technology,0
T00027119,CUST000426,2023-02-01,04:01:34,DEBIT,100.89,San Antonio,Retail,0
T00036415,CUST000983,2023-11-21,12:10:36,CASH_WITHDRAWAL,222.4,Chicago,Food,0
T00010369,CUST000287,2023-10-25,18:59:35,PAYMENT,102.87,San Jose,Healthcare,0
T00014753,CUST000139,2023-08-19,02:14:14,DEBIT,89.26,Chicago,Utilities,0
T00016759,CUST000804,2023-11-10,07:32:03,CASH_WITHDRAWAL,135.11,Houston,Utilities,0
T00000621,CUST000998,2023-03-03,23:48:39,PAYMENT,131.45,Houston,Utilities,0
T00051955,CUST000292,2023-07-29,03:03:13,TRANSFER,45470.52,Houston,Entertainment,1
T00029532,CUST000921,2023-10-08,21:29:46,CREDIT,1585.13,Chicago,Healthcare,0
T00051310,CUST000744,2023-06-03,16:05:43,DEBIT,77.69,Dallas,Retail,1
T00030631,CUST000803,2023-03-25,03:44:45,CASH_WITHDRAWAL,126.98,Phoenix,Technology,0
T00039057,CUST000348,2023-03-11,07:42:41,DEBIT,196.24,Los Angeles,Healthcare,0
T00046173,CUST000593,2023-02-21,23:13:08,PAYMENT,397.32,Dallas,Travel,0
T00051180,CUST000845,2023-05-09,15:31:31,DEBIT,153.63,Chicago,Travel,1
T00012986,CUST000408,2023-09-06,06:01:26,CREDIT,3538.82,San Diego,Retail,0
T00026874,CUST000418,2023-06-08,03:34:48,DEBIT,45.46,Houston,Entertainment,0
T00019243,CUST000321,2023-08-02,18:31:21,DEBIT,58.11,Phoenix,Healthcare,0
T00039797,CUST000054,2023-04-25,13:11:17,CREDIT,4223.67,Los Angeles,Utilities,0
T00000217,CUST000601,2023-03-25,20:48:44,TRANSFER,690.69,Chicago,Retail,0
T00033469,CUST000126,2023-08-16,06:29:12,CREDIT,2667.48,Dallas,Travel,0
T00039034,CUST000526,2023-07-23,11:45:36,DEBIT,103.55,San Antonio,Food,0
T00046058,CUST000127,2023-09-30,02:59:58,DEBIT,23.48,Philadelphia,Entertainment,0
T00047244,CUST000550,2023-06-19,13:13:17,CREDIT,2454.26,Houston,Education,0
T00038005,CUST000893,2023-03-04,18:34:13,PAYMENT,451.05,Los Angeles,Utilities,0
T00035896,CUST000861,2023-12-15,23:20:09,DEBIT,16.84,San Antonio,Education,0
T00021279,CUST000553,2023-01-24,05:31:02,CREDIT,1852.18,San Diego,Retail,0
T00016739,CUST000151,2023-10-13,12:42:17,CASH_WITHDRAWAL,273.59,Houston,Healthcare,0
T00020555,CUST000482,2023-10-04,11:02:14,PAYMENT,164.53,Philadelphia,Food,0
T00049800,CUST000394,2023-03-04,09:53:55,PAYMENT,815.49,Dallas,Cryptocurrency,1
T00011605,CUST000129,2023-02-07,15:53:11,CASH_WITHDRAWAL,205.73,San Antonio,Travel,0
T00022946,CUST000866,2023-10-26,16:19:07,CREDIT,1157.01,San Antonio,Entertainment,0
T00025796,CUST000785,2023-05-11,18:13:12,CREDIT,397.4,San Antonio,Food,0
T00046709,CUST000321,2023-04-17,02:36:08,DEBIT,154.91,San Diego,Entertainment,0
T00014598,CUST000072,2023-05-18,03:45:10,PAYMENT,15.1,Philadelphia,Travel,0
T00026764,CUST000724,2023-12-08,21:36:07,CREDIT,1599.97,New York,Education,0
T00029842,CUST000470,2023-02-09,18:58:04,CASH_WITHDRAWAL,131.19,Houston,Utilities,0
T00049450,CUST000519,2023-09-03,13:07:04,TRANSFER,150.9,Phoenix,Entertainment,1
T00013671,CUST000326,2023-10-10,17:11:30,CASH_WITHDRAWAL,197.62,Los Angeles,Utilities,0
T00007264,CUST000175,2023-03-08,10:55:16,PAYMENT,311.25,Phoenix,Food,0
T00050793,CUST000144,2023-01-13,18:02:55,TRANSFER,144.86,Philadelphia,Entertainment,1
T00010280,CUST000906,2023-04-05,14:58:24,DEBIT,145.95,Houston,Food,0
T00018553,CUST000685,2023-08-30,07:43:05,DEBIT,88.93,Phoenix,Food,0
